标题,发表时间,来源
美国新冠肺炎确诊623万 死亡超18万,2020/9/6 17:05,国际
济南召开抗击新冠肺炎疫情和全国文明城市创建工作表彰大会,2020/12/9 10:27,山东频道#济南#滚动新闻
谭德塞结束自我隔离 世卫组织总部65名员工感染新冠,2020/11/17 8:40,国际
普京：俄首款新冠疫苗已获国家注册,2020/8/12 18:17,滚动新闻#全球抗疫进行时#欧洲#国际
世卫组织：全球报告新冠肺炎确诊超8970万例 死亡超194万例,2021/1/13 9:28,要闻#上海频道#国际#滚动新闻#美食| 健康
牛津新冠疫苗Ⅲ期试验暂停引热议,2020/9/11 16:07,医学健康#科技
欧盟首支社会债券挂牌上市应对新冠肺炎疫情,2020/10/28 8:19,国际
世卫组织：全球累计新冠确诊病例达37423660例,2020/10/13 8:43,国际#滚动新闻#美食| 健康#上海频道#要闻
美国12月中或可接种新冠疫苗,2020/11/23 9:18,美国频道
俄累计确诊新冠感染病例超过113万,2020/9/25 16:13,国际#消息#人民网俄罗斯分公司报道集#滚动新闻#独家稿库#俄罗斯频道#滚动#社会
俄研究称境内新冠病毒主要来自欧洲,2020/7/22 15:42,人民健康网#医学前沿
日媒民调：8成东京奥运志愿者对新冠疫情感到担忧,2020/10/22 16:07,中日万象
世卫组织：全球累计新冠确诊病例达37423660例,2020/10/13 7:50,北京频道#国际资讯
美国纽约市新冠病毒检测阳性率超过5% 为5月以来最高,2020/12/4 9:19,美国频道
世卫组织：全球累计新冠确诊病例达37423660例,2020/10/13 7:21,国内国际#江西频道
世卫组织：全球累计新冠确诊病例达37423660例,2020/10/13 7:11,国际
英国单日新冠肺炎确诊病例首次超2万例,2020/10/5 9:55,人民健康网
印度累计新冠确诊病例超过170万例,2020/8/3 16:55,南亚东南亚视窗
南非新冠肺炎确诊病例突破60万例大关,2020/8/22 17:29,国际
世卫组织：全球累计新冠确诊病例达50676072例,2020/11/11 7:54,国际资讯#北京频道
世卫组织：全球累计新冠确诊病例达50266033例,2020/11/10 8:53,健康舆情#人民健康网
世卫组织：全球累计新冠确诊病例达51251715例,2020/11/12 7:55,北京频道#国际资讯
新冠肺炎相关用药可纳入今年医保目录,2020/8/19 17:25,频道稿件编辑统计查询#顾兰云#贵州频道#采编人员信息统计#健康养生
世卫组织：全球累计新冠确诊病例达47362304例,2020/11/5 7:59,国际
10月31日辽宁无新增新冠肺炎确诊病例,2020/11/1 8:29,头条二
美首例二次感染新冠患者：后一次病情更重 原因尚不明,2020/10/13 14:57,美国频道
乌干达一所监狱153名囚犯感染新冠病毒,2020/8/23 17:52,云南频道#国际
新冠遭遇流感，如何“擒贼”,2020/2/28 16:41,人民健康网#疾病#科普知识
美新研究推测新冠病毒或于去年12月就已在洛杉矶传播,2020/9/12 16:51,国际资讯#北京频道
美国新冠肺炎确诊病例超过946万 日增超10万,2020/11/5 9:00,滚动新闻#独家稿库#张梦旭#全球抗疫进行时#国际#美洲
普京：俄首款新冠疫苗已获国家注册,2020/8/12 16:54,国际要闻
美国确诊病例持续增加 10月近20万儿童感染新冠,2020/11/4 8:44,美国频道
英国批准地塞米松用于治疗部分新冠病患,2020/6/18 17:09,英国频道
小德透露新冠病毒检测已呈阴性,2020/7/4 17:02,体育#综合#网球#滚动
孟加拉国累计新冠确诊病例超25万例,2020/8/8 4:37,亚太#滚动新闻#国际
南非能源部长因感染新冠病毒入院治疗,2020/7/21 18:44,国际#滚动新闻#非洲
【#全球累计新冠确诊病例超4000万#】...,2020/10/19 17:00,
湖北现有新冠肺炎确诊病例8例 均为境外输入,2020/11/24 8:54,湖北频道#新闻中心#湖北各地#张隽#湖北要闻#湖北新闻
陈平荣获“全国抗击新冠肺炎疫情先进个人”荣誉称号,2020/9/18 2:25,要闻聚焦
世卫组织：全球累计新冠确诊病例达50266033例,2020/11/10 7:51,国际资讯#北京频道
世卫组织：全球新冠肺炎确诊超7625万例 死亡超169万,2020/12/23 8:13,滚动新闻#独家稿库#全球抗疫进行时#张朋辉#国际
马来西亚时隔一月再添新冠肺炎死亡病例,2020/8/31 16:26,南亚东南亚视窗
新冠病毒核酸检测最新指南,2020/6/9 22:19,国内·国际#健康
美国新冠肺炎累计确诊超2404万例 加州洛杉矶县确诊超100万例,2021/1/19 9:26,独家稿库#全球抗疫进行时#滚动新闻#李志伟#国际#美洲
上海昨日无新增本地新冠肺炎确诊病例，新增境外输入3例,2021/3/22 9:21,上海频道
俄罗斯累计确诊新冠感染病例超过94万,2020/8/21 0:36,国际#消息#人民网俄罗斯分公司报道集#滚动新闻#独家稿库#俄罗斯频道#滚动#社会
【#美国新冠确诊病例超856万例#】#全...,2020/10/25 7:41,
美国多所学校大量师生群体性感染新冠病毒,2020/8/21 21:29,美国频道
意大利现有新冠患者人数继续下降,2020/6/28 15:53,陕西频道#国际#滚动新闻
三州新冠病例超百万，美疾控机构却欲缩短隔离时间,2020/12/2 14:10,聚焦美国#美国频道#滚动新闻
12人确诊 日本千叶县首次发生变异新冠病毒群聚感染事件,2021/3/16 14:32,日本频道#新闻一览#独家报道#采写#独家稿库#社会#东京速递#滚动新闻#日本防控新冠肺炎疫情#前方报道#滚动新闻#国际
世卫组织：全球报告新冠肺炎确诊超8838万例 死亡超191万例,2021/1/11 8:29,国际#其他#独家稿库#全球抗疫进行时#滚动新闻
2月6日黑龙江省无新增新冠肺炎确诊病例报告,2021/2/7 7:37,赵怡#【权威发布】黑龙江省全力做好新型冠状病毒肺炎疫情防控工作#防控疫情，各地在行动#黑龙江频道#人民网专稿#最新通报#保民生
美国近80万儿童感染新冠 两周内新增超9万例,2020/10/28 11:08,国内·国际#江苏频道
世卫组织：全球累计新冠确诊病例达50676072例,2020/11/11 8:43,健康舆情#人民健康网
俄罗斯累计确诊新冠感染病例超过96万,2020/8/26 0:30,国际#人民网俄罗斯分公司报道集#消息#俄罗斯频道#滚动#社会#滚动新闻#独家稿库
数据：过去两周，全球每15秒就有1人感染新冠死亡,2020/8/6 18:04,频道稿件编辑统计查询#国际要闻#陈晶晶#贵州频道#采编人员信息统计
印尼新增新冠肺炎确诊病例7514例 疫情下民众外出不减反增,2020/12/24 9:27,国际#亚太#张杰#滚动新闻#独家稿库#全球抗疫进行时
新闻分析：为什么“新冠病毒人造论”站不住脚,2020/4/23 4:03,滚动新闻#国际#深度报道
再增2家 泸州市新冠病毒核酸检测医疗机构达26家,2021/1/21 9:37,四川频道#市州
乌克兰新增确诊新冠肺炎病例首次突破5000例,2020/10/9 9:29,国际#滚动新闻#欧洲#全球抗疫进行时#独家稿库#谭武军
北京新冠肺炎疫情防控工作领导小组连续调度疫情防控工作,2021/1/10 8:25,人民健康网
2月6日黑龙江省无新增新冠肺炎确诊病例报告,2021/2/7 7:57,健康·生活
美国新冠肺炎确诊病例超1533万 单日新增确诊超22万,2020/12/10 8:54,独家稿库#滚动新闻#全球抗疫进行时#李志伟#国际#美洲
世卫组织：全球累计新冠确诊病例达52487476例,2020/11/14 9:12,国际要闻
世卫组织：全球累计新冠确诊病例达37109851例,2020/10/12 7:40,北京频道#国际资讯
世卫组织：全球累计新冠确诊病例达37109851例,2020/10/12 7:27,国内国际#江西频道
俄累计确诊新冠感染病例超过113万,2020/9/25 17:17,国内·国际#江苏频道
肖珍荣获抗击新冠肺炎疫情全国三八红旗手称号,2020/10/16 10:10,铜陵要闻#安徽新闻列表
沈阳市统筹推进新冠肺炎疫情防控和经济社会发展工作指挥部令,2021/1/18 12:00,最新消息
孟加拉国累计新冠病例超过15万例,2020/7/3 17:14,南亚东南亚视窗
世卫组织：全球累计新冠确诊病例达37109851例,2020/10/12 6:06,国际
全国重点省份新冠疫苗接种推进顺利,2021/4/1 21:09,热点视频滚动播#时政新闻#视频新闻中心
联合国报告：新冠疫情将使妇女贫困率上升9.1%,2020/9/4 16:42,人民健康网
研究显示：新冠病毒或去年12月已出现在意大利,2020/6/20 17:33,云南频道#国际
德疾控机构称本国新冠疫情发展“令人担忧”,2020/8/17 17:18,国际要闻
17日湖北新增新冠肺炎确诊病例0例,2020/10/18 9:20,湖北新闻#湖北要闻#湖北频道#新闻中心#湖北各地#张隽
日本日增新冠确诊再创新高 东京老年患者人数激增,2020/12/10 16:04,中日万象
印尼新冠肺炎新增确诊病例6310例 累计突破60万例,2020/12/11 18:32,国际#全球抗疫进行时#徐伟#滚动新闻#独家稿库#亚太
21天增长1000万再创纪录，全球新冠确诊病例超5000万,2020/11/10 8:25,人民健康网
国家卫健委：26日新增新冠肺炎确诊病例75例,2021/1/27 11:02,健康
国家卫健委:加强新冠病毒毒株及相关样本管理,2020/7/14 14:13,陕西频道#要闻#滚动新闻#国内
世卫组织：全球新冠肺炎疫情正处于关键时刻,2020/10/25 9:14,吉林频道#要闻#时政
世卫组织：全球新冠肺炎确诊超6525万例，死亡超151万,2020/12/6 8:57,张朋辉#滚动新闻#国际#其他
世卫组织：全球新冠肺炎疫情正处于关键时刻,2020/10/25 8:07,江西频道#国内国际
以色列新冠确诊病例创单日新增最高纪录,2020/9/5 17:04,国际
世卫组织：全球累计新冠确诊病例达46403652例,2020/11/3 9:07,国际
美国新冠肺炎确诊671万，死亡超19.8万,2020/9/19 16:24,美洲#国际#滚动新闻#张梦旭
世卫组织：全球累计新冠确诊病例达49578590例,2020/11/9 8:01,国内国际#江西频道
世卫组织：全球新冠肺炎疫情正处于关键时刻,2020/10/25 5:55,国际
菲律宾累计新冠确诊病例超过20万例（组图）,2020/8/27 16:41,南亚东南亚视窗
玉树州新冠肺炎疫情防控指挥部通告（2021年第1号）,2021/1/14 8:55,最新消息
河北省南宫市新增新冠肺炎确诊病例3例 行程轨迹公布,2021/1/5 8:54,人民健康网#健康舆情
新冠病毒通过蚊子传播？,2020/3/16 17:08,医学·健康#科技
抗击新冠肺炎疫情青年志愿服务先进个人和先进集体揭晓,2020/10/23 10:24,公益
日本新冠病例激增：癌症病房被迫关闭 政府称做好最坏打算,2020/12/2 16:28,中日万象
非洲累计新冠确诊病例超80万例,2020/7/26 16:51,滚动新闻#非洲#国际
日本一职业棒球俱乐部11人感染新冠肺炎,2020/10/9 16:35,中日万象
世卫组织：全球累计新冠确诊病例达47362304例,2020/11/6 8:54,滚动新闻#上海频道#要闻
卡介苗助力抗击新冠病毒？尚需研究,2020/5/13 19:47,健康
2月12日辽宁新增1例境外输入新冠肺炎确诊病例,2021/2/13 8:29,头条二
联合国报告：新冠疫情将使妇女贫困率上升9.1%,2020/9/4 0:41,国际要闻
国家药监局：截至2月10日审批批准56个新冠病毒检测试剂,2021/2/10 9:24,原创稿件#健康·生活#政策声音#行业热点
罗马尼亚累计新冠确诊病例超40万例,2020/11/21 9:12,滚动新闻#欧洲#全球抗疫进行时#国际
美新研究推测新冠病毒或于去年12月就已在洛杉矶传播,2020/9/12 17:18,滚动新闻#社会| 法治#上海频道
世卫组织：全球累计新冠确诊病例达46840783例,2020/11/5 9:36,国际要闻
抗击新冠肺炎疫情青年志愿服务先进个人和先进集体揭晓,2020/10/23 6:13,社会#滚动新闻#陕西频道
抗击新冠肺炎疫情青年志愿服务先进个人和先进集体揭晓,2020/10/23 5:50,时政
卡介苗助力抗击新冠病毒？尚需研究,2020/5/13 15:37,人民健康网#医学前沿
“人民至上 生命至上”抗击新冠肺炎疫情专题展览开幕,2020/10/16 7:54,河南频道
11月28日辽宁无新增新冠肺炎确诊病例,2020/11/29 7:58,头条二
世卫组织：全球累计新冠确诊病例达36754395例,2020/10/11 8:53,江苏频道#国内·国际#滚动
美媒：两名白宫工作人员数周前已确诊新冠肺炎,2020/10/10 10:13,美国频道
联合国报告：新冠疫情将使妇女贫困率上升9.1%,2020/9/4 3:22,滚动新闻#社会| 法治#上海频道
日本新冠病例激增：癌症病房被迫关闭 政府称做好最坏打算,2020/12/2 8:27,日本频道#图片库#社会#滚动新闻
采购食用进口冷链食品可能感染新冠病毒？专家：坚持生熟分开风险很低,2021/1/16 20:30,人民健康网
世卫组织：全球累计新冠确诊病例达36754395例,2020/10/11 6:53,国际
12月26日江苏无新增新冠肺炎确诊病例,2020/12/27 11:24,江苏频道#社会
日本超级计算机预测：空气干燥让新冠病毒更易传播,2020/10/15 16:27,中日万象
日本超级计算机预测：空气干燥让新冠病毒更易传播,2020/10/15 8:07,滚动新闻#日本频道#社会
印尼新冠确诊病例累计超30万,2020/10/5 9:27,南亚东南亚视窗
世卫组织：全球累计新冠确诊病例达49106931例,2020/11/8 8:18,江西频道#国内国际
18日湖北省新增新冠肺炎确诊病例0例,2020/10/19 10:06,本网原创#周倩文#热点专题#聚焦新型冠状病毒性肺炎#新闻中心#湖北频道
巴西新冠确诊病例超170万,2020/7/9 21:19,滚动新闻#国际#美洲
联合国报告：新冠疫情将使妇女贫困率上升9.1%,2020/9/3 22:24,国际#全球抗疫进行时#滚动新闻
印尼频现新冠群体感染 华人女市长及家人被确诊,2020/9/6 17:07,南亚东南亚视窗
新冠肺炎相关用药可纳入今年医保目录,2020/8/19 23:37,上海频道
世卫组织：全球新冠确诊病例超1亿零495万例 死亡病例超229万例,2021/2/7 9:03,其他#国际#滚动新闻#独家稿库#全球抗疫进行时#张朋辉
美国单日新增新冠病例数降至两个月来最低,2020/8/26 21:25,国际#美洲#滚动新闻#全球抗疫进行时
巨额账单吓退新冠患者 美抗疫“一败涂地”暴露医疗体系顽疾,2020/12/1 9:52,美国频道
西媒曝皇马球员奥德加德新冠测试呈阳性,2020/9/24 8:27,滚动#国际足球#皇家马德里#体育#西甲
抗击新冠肺炎疫情青年志愿服务先进个人和先进集体揭晓,2020/10/23 7:38,湖北频道#新闻中心#环球#国内#张颖
抗击新冠肺炎疫情青年志愿服务先进个人和先进集体揭晓,2020/10/23 7:30,要闻联播
山东临沂检测出汽车零部件内包装标本新冠病毒核酸阳性,2021/1/2 15:40,要闻#山东频道#滚动新闻
世卫组织：全球累计新冠确诊病例达48534508例,2020/11/7 8:27,上海频道
世卫组织：全球累计新冠确诊病例达49106931例,2020/11/8 9:16,要闻#上海频道#滚动新闻#社会| 法治
新小鼠模型助推药物和新冠疫苗研发,2020/6/12 18:09,美国频道#科技
“新冠疫情背景下面向未来的中日韩及东亚合作展望”在线对话会举行,2020/10/29 18:00,滚动新闻#亚太#国际#马菲
新小鼠模型助推药物和新冠疫苗研发,2020/6/12 16:25,国际
【直播回放】大连市新冠肺炎疫情防控工作第五十九次新闻发布会,2020/12/30 12:37,焦点图
天津市疫情防控领导小组和指挥部会议暨全市新冠病毒疫苗接种工作部署推进会召开 李鸿忠出席,2021/3/20 9:18,领导活动
谭德塞结束隔离未现新冠症状 WHO总部65名员工感染,2020/11/17 9:02,国际要闻
新冠病毒到底从哪来,2020/2/28 22:24,人民健康网#新型冠状病毒感染的肺炎疫情防控动态#人民健康融媒体联盟#防疫课堂#科普知识#生命时报
